doc_id,author,title,part_id,n_words,text
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,247,199,"Well, said I, all I can say is,
that if this be true, he has used a young lady of my acquaintance
abominably ill, and I wish with all my soul his wife may plague his
heart out. And so I shall always say, my dear, you may depend on it. I
have no notion of men’s going on in this way; and if ever I meet him
again, I will give him such a dressing as he has not had this many a
day. But there is one comfort, my dear Miss Marianne; he is not the
only young man in the world worth having; and with your pretty face you
will never want admirers. Well, poor thing! I won’t disturb her any
longer, for she had better have her cry out at once and have done with.
 The Parrys and Sandersons luckily are coming tonight you know, and that
will amuse her.”

 She then went away, walking on tiptoe out of the room, as if she
supposed her young friend’s affliction could be increased by noise.

 Marianne, to the surprise of her sister, determined on dining with
them. Elinor even advised her against it."
Mark Twain::A Connecticut Yankee in King Arthur's Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,172,236,"That was law for some other people, but
not for her. She knew quite well that she was doing a large and
generous thing to pay for that lad, and that I ought in common
fairness to come out with something handsome about it, but I
couldn't--my mouth refused. I couldn't help seeing, in my fancy,
that poor old grandma with the broken heart, and that fair young
creature lying butchered, his little silken pomps and vanities
laced with his golden blood. How could she _pay_ for him! _ Whom_
could she pay? And so, well knowing that this woman, trained
as she had been, deserved praise, even adulation, I was yet not
able to utter it, trained as I had been. The best I could do was
to fish up a compliment from outside, so to speak--and the pity
of it was, that it was true:

“Madame, your people will adore you for this.”

 Quite true, but I meant to hang her for it some day if I lived.
 Some of those laws were too bad, altogether too bad. A master
might kill his slave for nothing--for mere spite, malice, or
to pass the time--just as we have seen that the crowned head could
do it with _his_ slave, that is to say, anybody. A gentleman could
kill a free commoner, and pay for him--cash or garden-truck."
Mark Twain::A Connecticut Yankee in King Arthur's Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,81,259,"Then came Sir Pertolope from the
 castle, and there encountered with him Sir Lionel, and there Sir
 Pertolope the green knight smote down Sir Lionel, brother to Sir
 Launcelot. All this was marked by noble heralds, who bare him
 best, and their names. Then Sir Bleobaris brake his spear upon Sir
 Gareth, but of that stroke Sir Bleobaris fell to the earth. When
 Sir Galihodin saw that, he bad Sir Gareth keep him, and Sir Gareth
 smote him to the earth. Then Sir Galihud gat a spear to avenge his
 brother, and in the same wise Sir Gareth served him, and Sir
 Dinadan and his brother La Cote Male Taile, and Sir Sagramore le
 Disirous, and Sir Dodinas le Savage; all these he bare down with
 one spear. When King Aswisance of Ireland saw Sir Gareth fare so
 he marvelled what he might be, that one time seemed green, and
 another time, at his again coming, he seemed blue. And thus at
 every course that he rode to and fro he changed his color, so that
 there might neither king nor knight have ready cognizance of him.
  Then Sir Agwisance the King of Ireland encountered with Sir Gareth,
 and there Sir Gareth smote him from his horse, saddle and all. And
 then came King Carados of Scotland, and Sir Gareth smote him down
 horse and man. And in the same wise he served King Uriens of the
 land of Gore. And then there came in Sir Bagdemagus, and Sir
 Gareth smote him down horse and man to the earth."
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,351,214,"So in two seconds away we went a-sliding down the river, and it _did_
seem so good to be free again and all by ourselves on the big river,
and nobody to bother us. I had to skip around a bit, and jump up and
crack my heels a few times—I couldn’t help it; but about the third
crack I noticed a sound that I knowed mighty well, and held my breath
and listened and waited; and sure enough, when the next flash busted
out over the water, here they come!—and just a-laying to their oars and
making their skiff hum! It was the king and the duke.

 So I wilted right down on to the planks then, and give up; and it was
all I could do to keep from crying.

CHAPTER XXX.

 When they got aboard the king went for me, and shook me by the collar,
and says:

“Tryin’ to give us the slip, was ye, you pup! Tired of our company,
hey?”

I says:

“No, your majesty, we warn’t—_please_ don’t, your majesty!”

“Quick, then, and tell us what _was_ your idea, or I’ll shake the
insides out o’ you!”

“Honest, I’ll tell you everything just as it happened, your majesty."
Jane Austen::Emma,Jane Austen,Emma,620,232,"I remember
her telling me at the ball, that I owed Mrs. Elton gratitude for her
attentions to Miss Fairfax.—I hope this history of my conduct towards
her will be admitted by you and my father as great extenuation of what
you saw amiss. While you considered me as having sinned against Emma
Woodhouse, I could deserve nothing from either. Acquit me here, and
procure for me, when it is allowable, the acquittal and good wishes of
that said Emma Woodhouse, whom I regard with so much brotherly
affection, as to long to have her as deeply and as happily in love as
myself.—Whatever strange things I said or did during that fortnight,
you have now a key to. My heart was in Highbury, and my business was to
get my body thither as often as might be, and with the least suspicion.
 If you remember any queernesses, set them all to the right account.—Of
the pianoforte so much talked of, I feel it only necessary to say, that
its being ordered was absolutely unknown to Miss F—, who would never
have allowed me to send it, had any choice been given her.—The delicacy
of her mind throughout the whole engagement, my dear madam, is much
beyond my power of doing justice to. You will soon, I earnestly hope,
know her thoroughly yourself.—No description can describe her."
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,98,260,"I practiced around
all day to get the hang of the things, and by-and-by I could do pretty
well in them, only Jim said I didn’t walk like a girl; and he said I
must quit pulling up my gown to get at my britches-pocket. I took
notice, and done better.

 I started up the Illinois shore in the canoe just after dark.

 I started across to the town from a little below the ferry-landing, and
the drift of the current fetched me in at the bottom of the town. I
tied up and started along the bank. There was a light burning in a
little shanty that hadn’t been lived in for a long time, and I wondered
who had took up quarters there. I slipped up and peeped in at the
window. There was a woman about forty year old in there knitting by a
candle that was on a pine table. I didn’t know her face; she was a
stranger, for you couldn’t start a face in that town that I didn’t
know. Now this was lucky, because I was weakening; I was getting afraid
I had come; people might know my voice and find me out. But if this
woman had been in such a little town two days she could tell me all I
wanted to know; so I knocked at the door, and made up my mind I
wouldn’t forget I was a girl.

 CHAPTER XI.

“Come in,” says the woman, and I did."
Jane Austen::Emma,Jane Austen,Emma,184,225,"She was too completely
overpowered to be immediately able to reply: and two moments of silence
being ample encouragement for Mr. Elton’s sanguine state of mind, he
tried to take her hand again, as he joyously exclaimed—

“Charming Miss Woodhouse! allow me to interpret this interesting
silence. It confesses that you have long understood me.”

 “No, sir,” cried Emma, “it confesses no such thing. So far from having
long understood you, I have been in a most complete error with respect
to your views, till this moment. As to myself, I am very sorry that you
should have been giving way to any feelings—Nothing could be farther
from my wishes—your attachment to my friend Harriet—your pursuit of
her, (pursuit, it appeared,) gave me great pleasure, and I have been
very earnestly wishing you success: but had I supposed that she were
not your attraction to Hartfield, I should certainly have thought you
judged ill in making your visits so frequent. Am I to believe that you
have never sought to recommend yourself particularly to Miss
Smith?—that you have never thought seriously of her?”

“Never, madam,” cried he, affronted in his turn: “never, I assure you.
_I_ think seriously of Miss Smith!—Miss Smith is a very good sort of
girl; and I should be happy to see her respectably settled."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,188,214,"or have
you none but that of waiting for Mrs. Ferrars’s death, which is a
melancholy and shocking extremity?—Is her son determined to submit to
this, and to all the tediousness of the many years of suspense in which
it may involve you, rather than run the risk of her displeasure for a
while by owning the truth?”

“If we could be certain that it would be only for a while! But Mrs.
Ferrars is a very headstrong proud woman, and in her first fit of anger
upon hearing it, would very likely secure every thing to Robert, and
the idea of that, for Edward’s sake, frightens away all my inclination
for hasty measures.”

 “And for your own sake too, or you are carrying your disinterestedness
beyond reason.”

Lucy looked at Elinor again, and was silent.

 “Do you know Mr. Robert Ferrars?” asked Elinor.

 “Not at all—I never saw him; but I fancy he is very unlike his
brother—silly and a great coxcomb.”

 “A great coxcomb!” repeated Miss Steele, whose ear had caught those
words by a sudden pause in Marianne’s music. “Oh, they are talking of
their favourite beaux, I dare say.”

 “No sister,” cried Lucy, “you are mistaken there, our favourite beaux
are _not_ great coxcombs.”"
Jane Austen::Emma,Jane Austen,Emma,60,251,"It was to be a
whole-length in water-colours, like Mr. John Knightley’s, and was
destined, if she could please herself, to hold a very honourable
station over the mantelpiece.

 The sitting began; and Harriet, smiling and blushing, and afraid of not
keeping her attitude and countenance, presented a very sweet mixture of
youthful expression to the steady eyes of the artist. But there was no
doing any thing, with Mr. Elton fidgeting behind her and watching every
touch. She gave him credit for stationing himself where he might gaze
and gaze again without offence; but was really obliged to put an end to
it, and request him to place himself elsewhere. It then occurred to her
to employ him in reading.

 “If he would be so good as to read to them, it would be a kindness
indeed! It would amuse away the difficulties of her part, and lessen
the irksomeness of Miss Smith’s.”

 Mr. Elton was only too happy. Harriet listened, and Emma drew in peace.
 She must allow him to be still frequently coming to look; any thing
less would certainly have been too little in a lover; and he was ready
at the smallest intermission of the pencil, to jump up and see the
progress, and be charmed.—There was no being displeased with such an
encourager, for his admiration made him discern a likeness almost
before it was possible. She could not respect his eye, but his love and
his complaisance were unexceptionable."
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,38,204,"Elizabeth listened in silence, but was not convinced: their behaviour at
the assembly had not been calculated to please in general; and with more
quickness of observation and less pliancy of temper than her sister, and
with a judgment, too, unassailed by any attention to herself, she was
very little disposed to approve them. They were, in fact, very fine
ladies; not deficient in good-humour when they were pleased, nor in the
power of being agreeable where they chose it; but proud and conceited.
 They were rather handsome; had been educated in one of the first private
seminaries in town; had a fortune of twenty thousand pounds; were in the
habit of spending more than they ought, and of associating with people
of rank; and were, therefore, in every respect entitled to think well of
themselves and meanly of others. They were of a respectable family in
the north of England; a circumstance more deeply impressed on their
memories than that their brother’s fortune and their own had been
acquired by trade.

 Mr. Bingley inherited property to the amount of nearly a hundred
thousand pounds from his father, who had intended to purchase an estate,
but did not live to do it."
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,55,228,"“Nay, if you are so serious about it, I shall consider the matter as
absolutely settled. You will have a charming mother-in-law, indeed, and
of course she will be always at Pemberley with you.”

 He listened to her with perfect indifference, while she chose to
entertain herself in this manner; and as his composure convinced her
that all was safe, her wit flowed along.

 [Illustration:

 “A note for Miss Bennet”

[_Copyright 1894 by George Allen._]]

CHAPTER VII.

 [Illustration]

Mr. Bennet’s property consisted almost entirely in an estate of two
thousand a year, which, unfortunately for his daughters, was entailed,
in default of heirs male, on a distant relation; and their mother’s
fortune, though ample for her situation in life, could but ill supply
the deficiency of his. Her father had been an attorney in Meryton, and
had left her four thousand pounds.

 She had a sister married to a Mr. Philips, who had been a clerk to their
father and succeeded him in the business, and a brother settled in
London in a respectable line of trade.

 The village of Longbourn was only one mile from Meryton; a most
convenient distance for the young ladies, who were usually tempted
thither three or four times a week, to pay their duty to their aunt, and
to a milliner’s shop just over the way."
Jane Austen::Emma,Jane Austen,Emma,163,253,"Mr. Woodhouse had been safely seated long enough to
give the history of it, besides all the history of his own and
Isabella’s coming, and of Emma’s being to follow, and had indeed just
got to the end of his satisfaction that James should come and see his
daughter, when the others appeared, and Mrs. Weston, who had been
almost wholly engrossed by her attentions to him, was able to turn away
and welcome her dear Emma.

 Emma’s project of forgetting Mr. Elton for a while made her rather
sorry to find, when they had all taken their places, that he was close
to her. The difficulty was great of driving his strange insensibility
towards Harriet, from her mind, while he not only sat at her elbow, but
was continually obtruding his happy countenance on her notice, and
solicitously addressing her upon every occasion. Instead of forgetting
him, his behaviour was such that she could not avoid the internal
suggestion of “Can it really be as my brother imagined? can it be
possible for this man to be beginning to transfer his affections from
Harriet to me?—Absurd and insufferable!”—Yet he would be so anxious for
her being perfectly warm, would be so interested about her father, and
so delighted with Mrs. Weston; and at last would begin admiring her
drawings with so much zeal and so little knowledge as seemed terribly
like a would-be lover, and made it some effort with her to preserve her
good manners."
Mark Twain::A Connecticut Yankee in King Arthur's Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,338,235,"And good lads they were, too.”

“Were you actually going yonder to tell on them?”

 He didn't quite know how to take that; but he said, hesitatingly:

“Ye-s.”

 “Then I think you are a damned scoundrel!”

 It made him as glad as if I had called him an angel.

 “Say the good words again, brother! for surely ye mean that ye
would not betray me an I failed of my duty.”

 “Duty? There is no duty in the matter, except the duty to keep
still and let those men get away. They've done a righteous deed.”

 He looked pleased; pleased, and touched with apprehension at the
same time. He looked up and down the road to see that no one
was coming, and then said in a cautious voice:

“From what land come you, brother, that you speak such perilous
words, and seem not to be afraid?”

“They are not perilous words when spoken to one of my own caste,
I take it. You would not tell anybody I said them?”

“I? I would be drawn asunder by wild horses first.”

 “Well, then, let me say my say. I have no fears of your repeating
it. I think devil's work has been done last night upon those
innocent poor people. That old baron got only what he deserved.
 If I had my way, all his kind should have the same luck.”"
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,46,257,"it was equally evident that Jane was yielding to the preference
which she had begun to entertain for him from the first, and was in a
way to be very much in love; but she considered with pleasure that it
was not likely to be discovered by the world in general, since Jane
united with great strength of feeling, a composure of temper and an
uniform cheerfulness of manner, which would guard her from the
suspicions of the impertinent. She mentioned this to her friend, Miss
Lucas.

 “It may, perhaps, be pleasant,” replied Charlotte, “to be able to impose
on the public in such a case; but it is sometimes a disadvantage to be
so very guarded. If a woman conceals her affection with the same skill
from the object of it, she may lose the opportunity of fixing him; and
it will then be but poor consolation to believe the world equally in the
dark. There is so much of gratitude or vanity in almost every
attachment, that it is not safe to leave any to itself. We can all
_begin_ freely--a slight preference is natural enough; but there are
very few of us who have heart enough to be really in love without
encouragement. In nine cases out of ten, a woman had better show _more_
affection than she feels. Bingley likes your sister undoubtedly; but he
may never do more than like her, if she does not help him on.”

 “But she does help him on, as much as her nature will allow."
Mark Twain::A Connecticut Yankee in King Arthur's Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,113,244,"She was a quite biddable creature and good-hearted, but she had
a flow of talk that was as steady as a mill, and made your head
sore like the drays and wagons in a city. If she had had a cork
she would have been a comfort. But you can't cork that kind;
they would die. Her clack was going all day, and you would think
something would surely happen to her works, by and by; but no,
they never got out of order; and she never had to slack up for
words. She could grind, and pump, and churn, and buzz by the week,
and never stop to oil up or blow out. And yet the result was just
nothing but wind. She never had any ideas, any more than a fog
has. She was a perfect blatherskite; I mean for jaw, jaw, jaw,
talk, talk, talk, jabber, jabber, jabber; but just as good as she
could be. I hadn't minded her mill that morning, on account of
having that hornets' nest of other troubles; but more than once
in the afternoon I had to say:

“Take a rest, child; the way you are using up all the domestic air,
the kingdom will have to go to importing it by to-morrow, and it's
a low enough treasury without that.”

 CHAPTER XIII

FREEMEN

Yes, it is strange how little a while at a time a person can be
contented."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,454,259,"Marianne’s illness, though weakening in its kind, had not been long
enough to make her recovery slow; and with youth, natural strength, and
her mother’s presence in aid, it proceeded so smoothly as to enable her
to remove, within four days after the arrival of the latter, into Mrs.
Palmer’s dressing-room. When there, at her own particular request, for
she was impatient to pour forth her thanks to him for fetching her
mother, Colonel Brandon was invited to visit her.

 His emotion on entering the room, in seeing her altered looks, and in
receiving the pale hand which she immediately held out to him, was
such, as, in Elinor’s conjecture, must arise from something more than
his affection for Marianne, or the consciousness of its being known to
others; and she soon discovered in his melancholy eye and varying
complexion as he looked at her sister, the probable recurrence of many
past scenes of misery to his mind, brought back by that resemblance
between Marianne and Eliza already acknowledged, and now strengthened
by the hollow eye, the sickly skin, the posture of reclining weakness,
and the warm acknowledgment of peculiar obligation.

 Mrs. Dashwood, not less watchful of what passed than her daughter, but
with a mind very differently influenced, and therefore watching to very
different effect, saw nothing in the Colonel’s behaviour but what arose
from the most simple and self-evident sensations, while in the actions
and words of Marianne she persuaded herself to think that something
more than gratitude already dawned."
Mark Twain::The Adventures of Tom Sawyer,Mark Twain,The Adventures of Tom Sawyer,306,240,"The widow said she meant to give Huck a home under her roof and have him
educated; and that when she could spare the money she would start him in
business in a modest way. Tom’s chance was come. He said:

“Huck don’t need it. Huck’s rich.”

 Nothing but a heavy strain upon the good manners of the company kept
back the due and proper complimentary laugh at this pleasant joke. But
the silence was a little awkward. Tom broke it:

“Huck’s got money. Maybe you don’t believe it, but he’s got lots of it.
 Oh, you needn’t smile—I reckon I can show you. You just wait a minute.”

 Tom ran out of doors. The company looked at each other with a perplexed
interest—and inquiringly at Huck, who was tongue-tied.

 “Sid, what ails Tom?” said Aunt Polly. “He—well, there ain’t ever any
making of that boy out. I never—”

Tom entered, struggling with the weight of his sacks, and Aunt Polly
did not finish her sentence. Tom poured the mass of yellow coin upon the
table and said:

“There—what did I tell you? Half of it’s Huck’s and half of it’s mine!”

 The spectacle took the general breath away. All gazed, nobody spoke for
a moment. Then there was a unanimous call for an explanation. Tom said
he could furnish it, and he did."
Mark Twain::A Connecticut Yankee in King Arthur's Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,448,255,"They went clothed in steel and
equipped with sword and lance and battle-axe, and if they couldn't
persuade a person to try a sewing-machine on the installment plan,
or a melodeon, or a barbed-wire fence, or a prohibition journal,
or any of the other thousand and one things they canvassed for,
they removed him and passed on.

 I was very happy. Things were working steadily toward a secretly
longed-for point. You see, I had two schemes in my head which
were the vastest of all my projects. The one was to overthrow the
Catholic Church and set up the Protestant faith on its ruins
--not as an Established Church, but a go-as-you-please one; and
the other project was to get a decree issued by and by, commanding
that upon Arthur's death unlimited suffrage should be introduced,
and given to men and women alike--at any rate to all men, wise
or unwise, and to all mothers who at middle age should be found
to know nearly as much as their sons at twenty-one. Arthur was
good for thirty years yet, he being about my own age--that is
to say, forty--and I believed that in that time I could easily
have the active part of the population of that day ready and eager
for an event which should be the first of its kind in the history
of the world--a rounded and complete governmental revolution
without bloodshed. The result to be a republic."
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,59,233,"“No, my dear, you had better go on horseback, because it seems likely to
rain; and then you must stay all night.”

“That would be a good scheme,” said Elizabeth, “if you were sure that
they would not offer to send her home.”

 “Oh, but the gentlemen will have Mr. Bingley’s chaise to go to Meryton;
and the Hursts have no horses to theirs.”

“I had much rather go in the coach.”

 “But, my dear, your father cannot spare the horses, I am sure. They are
wanted in the farm, Mr. Bennet, are not they?”

 [Illustration: Cheerful prognostics]

“They are wanted in the farm much oftener than I can get them.”

 “But if you have got them to-day,” said Elizabeth, “my mother’s purpose
will be answered.”

 She did at last extort from her father an acknowledgment that the horses
were engaged; Jane was therefore obliged to go on horseback, and her
mother attended her to the door with many cheerful prognostics of a bad
day. Her hopes were answered; Jane had not been gone long before it
rained hard. Her sisters were uneasy for her, but her mother was
delighted. The rain continued the whole evening without intermission;
Jane certainly could not come back.

 “This was a lucky idea of mine, indeed!” said Mrs. Bennet, more than
once, as if the credit of making it rain were all her own."
Jane Austen::Emma,Jane Austen,Emma,346,259,"Frank’s was the first idea; and his
the greatest zeal in pursuing it; for the lady was the best judge of
the difficulties, and the most solicitous for accommodation and
appearance. But still she had inclination enough for shewing people
again how delightfully Mr. Frank Churchill and Miss Woodhouse
danced—for doing that in which she need not blush to compare herself
with Jane Fairfax—and even for simple dancing itself, without any of
the wicked aids of vanity—to assist him first in pacing out the room
they were in to see what it could be made to hold—and then in taking
the dimensions of the other parlour, in the hope of discovering, in
spite of all that Mr. Weston could say of their exactly equal size,
that it was a little the largest.

 His first proposition and request, that the dance begun at Mr. Cole’s
should be finished there—that the same party should be collected, and
the same musician engaged, met with the readiest acquiescence. Mr.
Weston entered into the idea with thorough enjoyment, and Mrs. Weston
most willingly undertook to play as long as they could wish to dance;
and the interesting employment had followed, of reckoning up exactly
who there would be, and portioning out the indispensable division of
space to every couple.

 “You and Miss Smith, and Miss Fairfax, will be three, and the two Miss
Coxes five,” had been repeated many times over. “And there will be the
two Gilberts, young Cox, my father, and myself, besides Mr. Knightley."
Mark Twain::A Connecticut Yankee in King Arthur's Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,354,244,"He told how
he had begun life an orphan lad without money and without friends
able to help him; how he had lived as the slaves of the meanest
master lived; how his day's work was from sixteen to eighteen hours
long, and yielded him only enough black bread to keep him in a
half-fed condition; how his faithful endeavors finally attracted
the attention of a good blacksmith, who came near knocking him
dead with kindness by suddenly offering, when he was totally
unprepared, to take him as his bound apprentice for nine years
and give him board and clothes and teach him the trade--or “mystery”
 as Dowley called it. That was his first great rise, his first
gorgeous stroke of fortune; and you saw that he couldn't yet speak
of it without a sort of eloquent wonder and delight that such a
gilded promotion should have fallen to the lot of a common human
being. He got no new clothing during his apprenticeship, but on
his graduation day his master tricked him out in spang-new tow-linens
and made him feel unspeakably rich and fine.

 “I remember me of that day!” the wheelwright sang out, with
enthusiasm.

 “And I likewise!” cried the mason. “I would not believe they
were thine own; in faith I could not.”

“Nor other!” shouted Dowley, with sparkling eyes. “I was like
to lose my character, the neighbors wending I had mayhap been
stealing."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,363,256,"Edward’s marriage with Lucy was as firmly
determined on, and the time of its taking place remained as absolutely
uncertain, as she had concluded it would be;—every thing depended,
exactly after her expectation, on his getting that preferment, of
which, at present, there seemed not the smallest chance.

 As soon as they returned to the carriage, Mrs. Jennings was eager for
information; but as Elinor wished to spread as little as possible
intelligence that had in the first place been so unfairly obtained, she
confined herself to the brief repetition of such simple particulars, as
she felt assured that Lucy, for the sake of her own consequence, would
choose to have known. The continuance of their engagement, and the
means that were able to be taken for promoting its end, was all her
communication; and this produced from Mrs. Jennings the following
natural remark.

 “Wait for his having a living!—ay, we all know how _that_ will
end:—they will wait a twelvemonth, and finding no good comes of it,
will set down upon a curacy of fifty pounds a-year, with the interest
of his two thousand pounds, and what little matter Mr. Steele and Mr.
Pratt can give her. Then they will have a child every year! and Lord
help ’em! how poor they will be! I must see what I can give them
towards furnishing their house. Two maids and two men, indeed! as I
talked of t’ other day. No, no, they must get a stout girl of all
works."
Jane Austen::Emma,Jane Austen,Emma,478,237,"She merely said, in
the course of some trivial chat, “Well, Harriet, whenever you marry I
would advise you to do so and so”—and thought no more of it, till after
a minute’s silence she heard Harriet say in a very serious tone, “I
shall never marry.”

 Emma then looked up, and immediately saw how it was; and after a
moment’s debate, as to whether it should pass unnoticed or not,
replied,

“Never marry!—This is a new resolution.”

 “It is one that I shall never change, however.”

 After another short hesitation, “I hope it does not proceed from—I hope
it is not in compliment to Mr. Elton?”

“Mr. Elton indeed!” cried Harriet indignantly.—“Oh! no”—and Emma could
just catch the words, “so superior to Mr. Elton!”

 She then took a longer time for consideration. Should she proceed no
farther?—should she let it pass, and seem to suspect nothing?—Perhaps
Harriet might think her cold or angry if she did; or perhaps if she
were totally silent, it might only drive Harriet into asking her to
hear too much; and against any thing like such an unreserve as had
been, such an open and frequent discussion of hopes and chances, she
was perfectly resolved.—She believed it would be wiser for her to say
and know at once, all that she meant to say and know. Plain dealing was
always best."
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,49,254,"Mr. Darcy had at first scarcely
allowed her to be pretty: he had looked at her without admiration at the
ball; and when they next met, he looked at her only to criticise. But no
sooner had he made it clear to himself and his friends that she had
hardly a good feature in her face, than he began to find it was rendered
uncommonly intelligent by the beautiful expression of her dark eyes. To
this discovery succeeded some others equally mortifying. Though he had
detected with a critical eye more than one failure of perfect symmetry
in her form, he was forced to acknowledge her figure to be light and
pleasing; and in spite of his asserting that her manners were not those
of the fashionable world, he was caught by their easy playfulness. Of
this she was perfectly unaware: to her he was only the man who made
himself agreeable nowhere, and who had not thought her handsome enough
to dance with.

 He began to wish to know more of her; and, as a step towards conversing
with her himself, attended to her conversation with others. His doing so
drew her notice. It was at Sir William Lucas’s, where a large party were
assembled.

 “What does Mr. Darcy mean,” said she to Charlotte, “by listening to my
conversation with Colonel Forster?”

“That is a question which Mr. Darcy only can answer.”

 “But if he does it any more, I shall certainly let him know that I see
what he is about."
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,4,237,"The Doctor leads Huck
 The Duke Wrote
 “Gentlemen, Gentlemen!”
 “Jim Lit Out”
 The King shakes Huck
 The Duke went for Him
 Spanish Moss
 “Who Nailed Him?”
 Thinking
 He gave him Ten Cents
 Striking for the Back Country
 Still and Sunday-like
 She hugged him tight
 “Who do you reckon it is?”
 “It was Tom Sawyer”
 “Mr. Archibald Nichols, I presume?”
 A pretty long Blessing
 Traveling By Rail
 Vittles
 A Simple Job
 Witches
 Getting Wood
 One of the Best Authorities
 The Breakfast-Horn
 Smouching the Knives
 Going down the Lightning-Rod
 Stealing spoons
 Tom advises a Witch Pie
 The Rubbage-Pile
 “Missus, dey’s a Sheet Gone”
 In a Tearing Way
 One of his Ancestors
 Jim’s Coat of Arms
 A Tough Job
 Buttons on their Tails
 Irrigation
 Keeping off Dull Times
 Sawdust Diet
 Trouble is Brewing
 Fishing
  Every one had a Gun
 Tom caught on a Splinter
 Jim advises a Doctor
 The Doctor
 Uncle Silas in Danger
 Old Mrs. Hotchkiss
 Aunt Sally talks to Huck
 Tom Sawyer wounded
 The Doctor speaks for Jim
 Tom rose square up in Bed
 “Hand out them Letters”
 Out of Bondage
 Tom’s Liberality
 Yours Truly

NOTICE.

 Persons attempting to find a motive in this narrative will be
prosecuted; persons attempting to find a moral in it will be banished;
persons attempting to find a plot in it will be shot.

 BY ORDER OF THE AUTHOR
PER G. G., CHIEF OF ORDNANCE."
Jane Austen::Emma,Jane Austen,Emma,566,242,"This was a
device, I suppose, to sport with my curiosity, and exercise my talent
of guessing. But you really frightened me. I thought you had lost half
your property, at least. And here, instead of its being a matter of
condolence, it turns out to be one of congratulation.—I congratulate
you, Mr. Weston, with all my heart, on the prospect of having one of
the most lovely and accomplished young women in England for your
daughter.”

 A glance or two between him and his wife, convinced him that all was as
right as this speech proclaimed; and its happy effect on his spirits
was immediate. His air and voice recovered their usual briskness: he
shook her heartily and gratefully by the hand, and entered on the
subject in a manner to prove, that he now only wanted time and
persuasion to think the engagement no very bad thing. His companions
suggested only what could palliate imprudence, or smooth objections;
and by the time they had talked it all over together, and he had talked
it all over again with Emma, in their walk back to Hartfield, he was
become perfectly reconciled, and not far from thinking it the very best
thing that Frank could possibly have done.

 CHAPTER XI

“Harriet, poor Harriet!”—Those were the words; in them lay the
tormenting ideas which Emma could not get rid of, and which constituted
the real misery of the business to her."
Mark Twain::The Adventures of Tom Sawyer,Mark Twain,The Adventures of Tom Sawyer,183,241,"You could think to come all the way over here from
Jackson’s Island in the night to laugh at our troubles, and you could
think to fool me with a lie about a dream; but you couldn’t ever think
to pity us and save us from sorrow.”

 “Auntie, I know now it was mean, but I didn’t mean to be mean. I didn’t,
honest. And besides, I didn’t come over here to laugh at you that
night.”

 “What did you come for, then?”

“It was to tell you not to be uneasy about us, because we hadn’t got
drownded.”

“Tom, Tom, I would be the thankfullest soul in this world if I could
believe you ever had as good a thought as that, but you know you never
did—and I know it, Tom.”

“Indeed and ’deed I did, auntie—I wish I may never stir if I didn’t.”

 “Oh, Tom, don’t lie—don’t do it. It only makes things a hundred times
worse.”

 “It ain’t a lie, auntie; it’s the truth. I wanted to keep you from
grieving—that was all that made me come.”

 “I’d give the whole world to believe that—it would cover up a power
of sins, Tom. I’d ’most be glad you’d run off and acted so bad. But it
ain’t reasonable; because, why didn’t you tell me, child?”"
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,244,256,"He says to Boggs,
mighty ca’m and slow—he says:

“I’m tired of this, but I’ll endure it till one o’clock. Till one
o’clock, mind—no longer. If you open your mouth against me only once
after that time you can’t travel so far but I will find you.”

 Then he turns and goes in. The crowd looked mighty sober; nobody
stirred, and there warn’t no more laughing. Boggs rode off
blackguarding Sherburn as loud as he could yell, all down the street;
and pretty soon back he comes and stops before the store, still keeping
it up. Some men crowded around him and tried to get him to shut up, but
he wouldn’t; they told him it would be one o’clock in about fifteen
minutes, and so he _must_ go home—he must go right away. But it didn’t
do no good. He cussed away with all his might, and throwed his hat down
in the mud and rode over it, and pretty soon away he went a-raging down
the street again, with his gray hair a-flying. Everybody that could get
a chance at him tried their best to coax him off of his horse so they
could lock him up and get him sober; but it warn’t no use—up the street
he would tear again, and give Sherburn another cussing. By-and-by
somebody says:

“Go for his daughter!—quick, go for his daughter; sometimes he’ll
listen to her."
